ds,yhat,yhat_lower,yhat_upper,y,categorie,type
2025-08-10,40.1,-12.3,92.5,47.0,Audio,historique
2025-08-11,41.5,-6.3,98.6,28.0,Audio,historique
2025-08-12,36.7,-14.0,85.9,37.0,Audio,historique
2025-08-13,40.5,-10.3,90.3,36.0,Audio,historique
2025-08-14,36.7,-9.1,84.5,28.0,Audio,historique
2025-08-15,38.8,-11.1,84.9,27.0,Audio,historique
2025-08-16,40.2,-7.1,88.7,21.0,Audio,historique
2025-08-17,41.0,-8.2,87.4,35.0,Audio,historique
2025-08-18,42.5,-7.4,93.9,29.0,Audio,historique
2025-08-19,37.6,-12.8,86.9,26.0,Audio,historique
2025-08-20,41.5,-8.3,90.2,36.0,Audio,historique
2025-08-21,37.7,-9.7,83.0,33.0,Audio,historique
2025-08-22,39.8,-10.4,90.7,35.0,Audio,historique
2025-08-23,41.2,-6.5,88.1,30.0,Audio,historique
2025-08-24,42.0,-9.2,91.9,40.0,Audio,historique
2025-08-25,43.5,-5.5,92.0,51.0,Audio,historique
2025-08-26,38.6,-10.4,88.7,25.0,Audio,historique
2025-08-27,42.5,-6.3,84.8,38.0,Audio,historique
2025-08-28,38.6,-11.9,86.0,47.0,Audio,historique
2025-08-29,40.7,-8.1,88.5,34.0,Audio,historique
2025-08-30,42.2,-9.3,89.8,30.0,Audio,historique
2025-08-31,43.0,-9.7,91.7,32.0,Audio,historique
2025-09-01,44.5,-4.7,89.8,49.0,Audio,historique
2025-09-02,39.6,-12.8,89.1,64.0,Audio,historique
2025-09-03,43.4,-8.3,92.4,58.0,Audio,historique
2025-09-04,39.6,-10.4,88.2,62.0,Audio,historique
2025-09-05,41.7,-4.6,91.4,37.0,Audio,historique
2025-09-06,43.2,-7.2,93.1,57.0,Audio,historique
2025-09-07,44.0,-6.1,92.1,53.0,Audio,historique
2025-09-08,45.4,-3.2,95.1,48.0,Audio,historique
2025-09-09,40.6,-5.9,94.6,48.0,Audio,historique
2025-09-10,44.4,-1.8,93.1,50.0,Audio,historique
2025-09-11,40.6,-9.0,88.6,58.0,Audio,historique
2025-09-12,42.7,-7.5,92.3,49.0,Audio,historique
2025-09-13,44.1,-4.4,96.5,52.0,Audio,historique
2025-09-14,45.0,-5.6,91.3,65.0,Audio,historique
2025-09-15,46.4,0.8,94.3,50.0,Audio,historique
2025-09-16,41.5,-6.1,90.8,50.0,Audio,historique
2025-09-17,45.4,-3.9,94.7,64.0,Audio,historique
2025-09-18,41.6,-11.9,88.8,61.0,Audio,historique
2025-09-19,43.7,-11.6,93.3,55.0,Audio,historique
2025-09-20,45.1,-4.4,96.1,45.0,Audio,historique
2025-09-21,45.9,-4.4,94.5,59.0,Audio,historique
2025-09-22,47.4,0.3,95.8,55.0,Audio,historique
2025-09-23,42.5,-7.5,92.7,39.0,Audio,historique
2025-09-24,46.4,-2.1,92.7,45.0,Audio,historique
2025-09-25,42.6,-6.7,92.2,48.0,Audio,historique
2025-09-26,44.6,-5.3,92.8,59.0,Audio,historique
2025-09-27,46.1,-4.5,92.1,52.0,Audio,historique
2025-09-28,46.9,-0.6,96.2,61.0,Audio,historique
2025-09-29,48.4,1.0,100.6,83.0,Audio,historique
2025-09-30,43.5,-5.3,89.8,46.0,Audio,historique
2025-10-01,47.3,-3.1,95.3,28.0,Audio,historique
2025-10-02,43.5,-3.6,94.8,37.0,Audio,historique
2025-10-03,45.6,-1.2,97.4,32.0,Audio,historique
2025-10-04,47.1,-5.7,96.9,32.0,Audio,historique
2025-10-05,47.9,-1.0,97.5,27.0,Audio,historique
2025-10-06,49.4,0.9,99.5,23.0,Audio,historique
2025-10-07,44.5,-6.2,93.4,41.0,Audio,historique
2025-10-08,48.3,-3.0,98.8,38.0,Audio,historique
2025-10-09,44.5,-5.5,96.6,30.0,Audio,historique
2025-10-10,46.6,-3.5,98.6,89.0,Audio,historique
2025-10-11,48.1,-2.3,99.4,64.0,Audio,historique
2025-10-12,48.9,-0.1,97.7,82.0,Audio,historique
2025-10-13,50.3,2.1,99.3,94.0,Audio,historique
2025-10-14,45.5,-3.5,97.6,81.0,Audio,historique
2025-10-15,49.3,1.8,101.7,99.0,Audio,historique
2025-10-16,45.5,-0.8,94.4,93.0,Audio,historique
2025-10-17,47.6,-4.1,98.9,98.0,Audio,historique
2025-10-18,49.0,-0.1,97.8,86.0,Audio,historique
2025-10-19,49.8,1.1,98.6,126.0,Audio,historique
2025-10-20,51.3,0.9,100.5,82.0,Audio,historique
2025-10-21,46.4,-1.4,101.4,29.0,Audio,historique
2025-10-22,50.3,3.1,101.5,30.0,Audio,historique
2025-10-23,46.5,-1.6,99.6,29.0,Audio,historique
2025-10-24,48.5,-7.8,98.3,33.0,Audio,historique
2025-10-25,50.0,1.6,103.6,21.0,Audio,historique
2025-10-26,50.8,1.0,102.5,31.0,Audio,historique
2025-10-27,52.3,1.7,99.3,23.0,Audio,historique
2025-10-28,47.4,-1.5,97.5,42.0,Audio,historique
2025-10-29,51.2,3.1,98.3,31.0,Audio,historique
2025-10-30,47.4,-4.8,95.0,41.0,Audio,historique
2025-10-31,49.5,4.5,99.7,30.0,Audio,historique
2025-11-01,51.0,-1.2,98.4,24.0,Audio,historique
2025-11-02,51.8,1.6,101.2,23.0,Audio,historique
2025-11-03,53.3,6.0,103.5,30.0,Audio,historique
2025-11-04,48.4,-1.3,102.9,50.0,Audio,historique
2025-11-05,52.2,3.1,100.8,26.0,Audio,historique
2025-11-06,48.4,-2.8,96.1,28.0,Audio,historique
2025-11-07,50.5,2.4,101.6,23.0,Audio,historique
2025-11-08,52.0,2.8,99.9,18.0,Audio,historique
2025-11-09,52.8,4.1,100.4,31.0,Audio,historique
2025-11-10,54.2,4.4,103.9,37.0,Audio,historique
2025-11-11,49.4,6.0,98.6,52.0,Audio,historique
2025-11-12,53.2,7.0,105.0,50.0,Audio,historique
2025-11-13,49.4,-2.2,99.8,45.0,Audio,historique
2025-11-14,51.5,2.5,101.6,38.0,Audio,historique
2025-11-15,52.9,6.5,101.5,37.0,Audio,historique
2025-11-16,53.7,4.5,104.0,40.0,Audio,historique
2025-11-17,55.2,4.1,104.5,39.0,Audio,historique
2025-11-18,50.3,-2.1,96.7,38.0,Audio,historique
2025-11-19,54.2,3.9,104.2,34.0,Audio,historique
2025-11-20,50.4,1.0,98.2,44.0,Audio,historique
2025-11-21,52.5,6.3,103.6,51.0,Audio,historique
2025-11-22,53.9,4.4,99.4,52.0,Audio,historique
2025-11-23,54.7,6.8,104.8,34.0,Audio,historique
2025-11-24,56.2,7.0,106.0,121.0,Audio,historique
2025-11-25,51.3,-1.6,96.6,153.0,Audio,historique
2025-11-26,55.2,7.5,105.1,138.0,Audio,historique
2025-11-27,51.3,0.8,101.0,130.0,Audio,historique
2025-11-28,53.4,6.3,100.4,149.0,Audio,historique
2025-11-29,54.9,5.3,106.1,137.0,Audio,historique
2025-11-30,55.7,1.8,103.0,114.0,Audio,historique
2025-12-01,57.2,10.1,106.9,36.0,Audio,historique
2025-12-02,52.3,6.4,99.7,55.0,Audio,historique
2025-12-03,56.1,8.8,106.6,40.0,Audio,historique
2025-12-04,52.3,3.6,101.6,32.0,Audio,historique
2025-12-05,54.4,7.4,100.2,61.0,Audio,historique
2025-12-06,55.9,6.1,106.3,46.0,Audio,historique
2025-12-07,56.7,8.3,107.4,23.0,Audio,historique
2025-12-08,58.1,7.4,106.7,36.0,Audio,historique
2025-12-09,53.3,1.5,105.0,50.0,Audio,historique
2025-12-10,57.1,7.4,103.5,45.0,Audio,historique
2025-12-11,53.3,5.3,100.6,25.0,Audio,historique
2025-12-12,55.4,4.3,107.8,40.0,Audio,historique
2025-12-13,56.8,4.9,107.3,45.0,Audio,historique
2025-12-14,57.7,7.0,107.2,23.0,Audio,historique
2025-12-15,59.1,10.5,109.7,85.0,Audio,historique
2025-12-16,54.3,3.9,103.5,61.0,Audio,historique
2025-12-17,58.1,8.8,106.2,100.0,Audio,historique
2025-12-18,54.3,6.2,103.8,115.0,Audio,historique
2025-12-19,56.4,6.0,104.7,76.0,Audio,historique
2025-12-20,57.8,8.4,105.4,81.0,Audio,historique
2025-12-21,58.6,11.6,108.5,84.0,Audio,historique
2025-12-22,60.1,11.0,111.9,74.0,Audio,historique
2025-12-23,55.2,2.2,107.0,61.0,Audio,historique
2025-12-24,59.1,6.6,106.1,97.0,Audio,historique
2025-12-25,55.3,3.8,103.2,60.0,Audio,historique
2025-12-26,57.3,8.0,109.7,71.0,Audio,historique
2025-12-27,58.8,7.6,108.1,111.0,Audio,historique
2025-12-28,59.6,13.2,112.4,80.0,Audio,historique
2025-12-29,61.1,12.1,113.2,70.0,Audio,historique
2025-12-30,56.2,4.4,105.2,90.0,Audio,historique
2025-12-31,60.0,9.6,109.5,69.0,Audio,historique
2026-01-01,56.2,6.4,105.0,44.0,Audio,historique
2026-01-02,58.3,8.6,110.2,48.0,Audio,historique
2026-01-03,59.8,13.4,113.4,38.0,Audio,historique
2026-01-04,60.6,11.8,113.5,48.0,Audio,historique
2026-01-05,62.1,17.0,108.7,41.0,Audio,historique
2026-01-06,57.2,8.6,106.0,53.0,Audio,historique
2026-01-07,61.1,10.6,111.4,46.0,Audio,historique
2026-01-08,57.3,7.7,106.2,41.0,Audio,historique
2026-01-09,59.4,9.5,109.9,35.0,Audio,historique
2026-01-10,60.8,10.2,108.8,56.0,Audio,historique
2026-01-11,61.7,14.2,110.6,48.0,Audio,historique
2026-01-12,63.1,14.3,111.1,34.0,Audio,historique
2026-01-13,58.3,8.4,110.9,46.0,Audio,historique
2026-01-14,62.1,12.1,110.2,52.0,Audio,historique
2026-01-15,58.3,10.1,109.6,43.0,Audio,historique
2026-01-16,60.4,10.6,110.7,50.0,Audio,historique
2026-01-17,61.9,12.5,112.1,29.0,Audio,historique
2026-01-18,62.8,11.9,111.6,44.0,Audio,historique
2026-01-19,64.3,17.6,113.4,42.0,Audio,historique
2026-01-20,59.5,9.7,110.4,29.0,Audio,historique
2026-01-21,63.3,14.3,109.3,42.0,Audio,historique
2026-01-22,59.6,12.0,107.7,31.0,Audio,historique
2026-01-23,61.7,10.7,110.9,46.0,Audio,historique
2026-01-24,63.2,14.4,114.1,38.0,Audio,historique
2026-01-25,64.0,14.7,113.3,31.0,Audio,historique
2026-01-26,65.5,16.0,115.5,52.0,Audio,historique
2026-01-27,60.7,12.7,106.7,40.0,Audio,historique
2026-01-28,64.6,16.5,111.9,49.0,Audio,historique
2026-01-29,60.8,12.2,109.1,36.0,Audio,historique
2026-01-30,63.0,13.8,111.2,47.0,Audio,historique
2026-01-31,64.5,17.4,112.5,46.0,Audio,historique
2026-02-01,65.4,12.9,112.7,28.0,Audio,historique
2026-02-02,66.9,15.9,114.1,35.0,Audio,historique
2026-02-03,62.1,10.3,111.0,35.0,Audio,historique
2026-02-04,66.0,12.8,114.3,54.0,Audio,historique
2026-02-05,62.3,12.9,112.4,60.0,Audio,historique
2026-02-06,64.4,19.2,111.6,41.0,Audio,historique
2026-02-07,65.9,17.1,115.7,51.0,Audio,historique
2026-02-08,66.8,20.0,116.4,54.0,Audio,historique
2026-02-09,68.4,19.4,116.4,40.0,Audio,historique
2026-02-10,63.6,12.8,109.6,151.0,Audio,historique
2026-02-11,67.6,13.1,114.0,133.0,Audio,historique
2026-02-12,63.8,16.3,112.8,142.0,Audio,historique
2026-02-13,66.0,16.2,115.2,163.0,Audio,historique
2026-02-14,67.6,20.7,115.7,125.0,Audio,historique
2026-02-15,68.5,22.2,117.9,120.0,Audio,historique
2026-02-16,70.0,21.5,117.8,113.0,Audio,historique
2026-02-17,65.3,16.1,112.6,28.0,Audio,historique
2026-02-18,69.2,18.4,119.0,44.0,Audio,historique
2026-02-19,65.5,16.3,114.9,46.0,Audio,historique
2026-02-20,67.7,13.3,117.7,46.0,Audio,historique
2026-02-21,69.3,22.1,119.3,36.0,Audio,historique
2026-02-22,70.2,21.1,119.8,49.0,Audio,historique
2026-02-23,71.8,24.2,122.0,50.0,Audio,historique
2026-02-24,67.0,15.3,115.9,51.0,Audio,historique
2026-02-25,71.0,20.5,119.3,45.0,Audio,historique
2026-02-26,67.3,18.6,117.0,48.0,Audio,historique
2026-02-27,69.5,19.3,120.3,45.0,Audio,historique
2026-02-28,71.1,20.8,120.1,61.0,Audio,historique
2026-03-01,72.0,24.3,118.3,54.0,Audio,historique
2026-03-02,73.6,25.7,120.8,41.0,Audio,historique
2026-03-03,68.9,18.1,117.9,41.0,Audio,historique
2026-03-04,72.9,27.3,122.3,44.0,Audio,historique
2026-03-05,69.2,20.7,115.6,42.0,Audio,historique
2026-03-06,71.5,24.4,120.0,55.0,Audio,historique
2026-03-07,73.1,22.7,124.4,46.0,Audio,historique
2026-03-08,74.0,26.6,121.1,49.0,Audio,historique
2026-03-09,75.7,29.7,125.3,48.0,Audio,historique
2026-03-10,70.9,23.2,119.9,41.0,Audio,historique
2026-03-11,74.9,26.1,126.0,45.0,Audio,historique
2026-03-12,71.3,24.1,118.9,50.0,Audio,historique
2026-03-13,73.5,25.9,121.6,47.0,Audio,historique
2026-03-14,75.1,21.0,126.4,51.0,Audio,historique
2026-03-15,76.1,24.0,126.3,53.0,Audio,historique
2026-03-16,77.8,28.5,128.2,54.0,Audio,historique
2026-03-17,73.1,25.2,125.6,49.0,Audio,historique
2026-03-18,77.1,29.8,127.6,146.0,Audio,historique
2026-03-19,73.4,25.0,123.8,161.0,Audio,historique
2026-03-20,75.7,29.2,124.4,157.0,Audio,historique
2026-03-21,77.3,27.8,128.9,128.0,Audio,historique
2026-03-22,78.3,30.7,131.5,126.0,Audio,historique
2026-03-23,80.0,31.5,127.2,122.0,Audio,historique
2026-03-24,75.3,29.1,124.0,165.0,Audio,historique
2026-03-25,79.3,33.4,128.6,152.0,Audio,historique
2026-03-26,75.6,26.5,122.1,48.0,Audio,historique
2026-03-27,77.9,30.1,125.7,37.0,Audio,historique
2026-03-28,79.6,29.2,132.7,50.0,Audio,historique
2026-03-29,80.6,31.9,130.7,51.0,Audio,historique
2026-03-30,82.2,33.7,131.6,43.0,Audio,historique
2026-03-31,77.6,26.6,129.2,52.0,Audio,historique
2026-04-01,81.6,27.3,131.3,139.0,Audio,historique
2026-04-02,78.0,27.0,127.0,158.0,Audio,historique
2026-04-03,80.3,30.7,125.2,155.0,Audio,historique
2026-04-04,81.9,35.1,130.5,150.0,Audio,historique
2026-04-05,82.9,36.6,131.5,136.0,Audio,historique
2026-04-06,84.6,31.3,130.8,151.0,Audio,historique
2026-04-07,79.9,32.1,124.6,168.0,Audio,historique
2026-04-08,84.0,34.2,133.3,61.0,Audio,historique
2026-04-09,80.4,30.1,128.8,47.0,Audio,historique
2026-04-10,82.6,34.3,132.6,89.0,Audio,historique
2026-04-11,84.3,33.4,133.9,56.0,Audio,historique
2026-04-12,85.3,36.2,136.0,53.0,Audio,historique
2026-04-13,87.0,43.1,135.3,45.0,Audio,historique
2026-04-14,82.3,30.5,134.3,64.0,Audio,historique
2026-04-15,86.4,37.3,133.5,53.0,Audio,historique
2026-04-16,82.8,33.3,131.4,75.0,Audio,historique
2026-04-17,85.1,34.2,132.9,57.0,Audio,historique
2026-04-18,86.8,34.6,135.6,44.0,Audio,historique
2026-04-19,87.8,39.4,137.7,65.0,Audio,historique
2026-04-20,89.5,41.4,138.5,47.0,Audio,historique
2026-04-21,84.8,37.0,133.0,57.0,Audio,historique
2026-04-22,88.9,38.6,138.7,60.0,Audio,historique
2026-04-23,85.3,33.4,133.0,52.0,Audio,historique
2026-04-24,87.6,36.1,134.5,58.0,Audio,historique
2026-04-25,89.3,38.1,140.5,59.0,Audio,historique
2026-04-26,90.4,43.5,137.4,59.0,Audio,historique
2026-04-27,92.1,42.4,143.7,61.0,Audio,historique
2026-04-28,87.4,38.7,134.6,44.0,Audio,historique
2026-04-29,91.5,43.6,139.6,58.0,Audio,historique
2026-04-30,87.9,34.6,137.9,66.0,Audio,historique
2026-05-01,90.2,40.3,139.9,50.0,Audio,historique
2026-05-02,91.9,41.7,141.3,64.0,Audio,historique
2026-05-03,92.9,44.2,140.4,79.0,Audio,historique
2026-05-04,94.6,45.5,143.8,62.0,Audio,historique
2026-05-05,90.0,42.4,140.4,76.0,Audio,historique
2026-05-06,94.1,43.2,143.8,83.0,Audio,historique
2026-05-07,90.5,45.1,139.0,58.0,Audio,historique
2026-05-08,92.8,40.7,140.7,59.0,Audio,historique
2026-05-09,94.5,47.5,142.7,75.0,Audio,historique
2026-05-10,95.5,46.5,143.8,86.0,Audio,historique
2026-05-11,97.2,49.6,148.2,79.0,Audio,historique
2026-05-12,92.6,40.2,137.4,64.0,Audio,historique
2026-05-13,96.6,49.3,145.6,63.0,Audio,historique
2026-05-14,93.1,46.4,142.6,76.0,Audio,historique
2026-05-15,95.4,44.6,143.9,67.0,Audio,historique
2026-05-16,97.1,44.5,146.2,57.0,Audio,historique
2026-05-17,98.1,50.0,145.8,57.0,Audio,historique
2026-05-18,99.8,52.0,149.4,82.0,Audio,historique
2026-05-19,95.2,48.6,146.0,70.0,Audio,historique
2026-05-20,99.2,53.4,144.0,58.0,Audio,historique
2026-05-21,95.6,44.8,143.1,52.0,Audio,historique
2026-05-22,97.9,50.2,144.8,58.0,Audio,historique
2026-05-23,99.6,52.0,146.0,83.0,Audio,historique
2026-05-24,100.7,45.7,152.7,53.0,Audio,historique
2026-05-25,102.4,52.8,153.2,130.0,Audio,historique
2026-05-26,97.7,47.2,145.1,135.0,Audio,historique
2026-05-27,101.8,51.4,151.0,141.0,Audio,historique
2026-05-28,98.2,46.3,148.7,118.0,Audio,historique
2026-05-29,100.5,49.4,146.5,130.0,Audio,historique
2026-05-30,102.2,52.6,151.5,146.0,Audio,historique
2026-05-31,103.3,54.1,153.6,138.0,Audio,historique
2026-06-01,105.0,55.4,150.7,139.0,Audio,historique
2026-06-02,100.3,51.2,149.7,150.0,Audio,historique
2026-06-03,104.4,52.8,153.7,119.0,Audio,historique
2026-06-04,100.8,52.4,152.6,132.0,Audio,historique
2026-06-05,103.1,54.7,155.4,162.0,Audio,historique
2026-06-06,104.8,55.4,155.6,80.0,Audio,historique
2026-06-07,105.8,58.4,156.4,71.0,Audio,historique
2026-06-08,107.5,57.1,157.0,75.0,Audio,historique
2026-06-09,102.9,55.7,151.0,72.0,Audio,historique
2026-06-10,107.0,59.2,156.9,82.0,Audio,historique
2026-06-11,103.4,51.8,151.9,83.0,Audio,historique
2026-06-12,105.7,54.6,153.9,95.0,Audio,historique
2026-06-13,107.4,60.8,156.2,79.0,Audio,historique
2026-06-14,108.4,63.5,155.8,94.0,Audio,historique
2026-06-15,110.1,61.3,159.3,103.0,Audio,historique
2026-06-16,105.5,54.5,153.6,75.0,Audio,historique
2026-06-17,109.5,60.1,157.4,124.0,Audio,historique
2026-06-18,105.9,58.5,153.2,97.0,Audio,historique
2026-06-19,108.3,59.5,155.0,85.0,Audio,historique
2026-06-20,110.0,61.2,160.8,385.0,Audio,historique
2026-06-21,111.0,63.7,161.4,354.0,Audio,historique
2026-06-22,112.7,59.9,159.6,374.0,Audio,historique
2026-06-23,108.0,61.9,157.7,111.0,Audio,historique
2026-06-24,112.1,63.3,159.0,76.0,Audio,historique
2026-06-25,108.5,58.5,154.6,114.0,Audio,historique
2026-06-26,110.8,58.3,159.2,115.0,Audio,historique
2026-06-27,112.5,63.3,162.1,119.0,Audio,historique
2026-06-28,113.6,63.8,159.9,134.0,Audio,historique
2026-06-29,115.3,66.1,164.7,135.0,Audio,historique
2026-06-30,110.6,59.8,160.7,64.0,Audio,historique
2026-07-01,114.7,60.5,161.2,,Audio,prevision
2026-07-02,111.1,62.7,160.4,,Audio,prevision
2026-07-03,113.4,63.2,159.4,,Audio,prevision
2026-07-04,115.1,67.4,167.5,,Audio,prevision
2026-07-05,116.1,66.5,164.6,,Audio,prevision
2026-07-06,117.8,62.5,168.6,,Audio,prevision
2026-07-07,113.2,60.2,162.1,,Audio,prevision
2026-07-08,117.3,67.6,163.8,,Audio,prevision
2026-07-09,113.7,62.5,161.9,,Audio,prevision
2026-07-10,116.0,68.1,164.9,,Audio,prevision
2026-07-11,117.7,66.1,165.4,,Audio,prevision
2026-07-12,118.7,68.2,171.5,,Audio,prevision
2026-07-13,120.4,69.2,168.4,,Audio,prevision
2026-07-14,115.8,65.6,166.6,,Audio,prevision
2026-07-15,119.8,70.6,170.5,,Audio,prevision
2026-07-16,116.3,66.1,164.9,,Audio,prevision
2026-07-17,118.6,69.2,170.1,,Audio,prevision
2026-07-18,120.3,74.5,170.5,,Audio,prevision
2026-07-19,121.3,74.5,171.5,,Audio,prevision
2026-07-20,123.0,78.1,172.7,,Audio,prevision
2026-07-21,118.4,70.6,167.3,,Audio,prevision
2026-07-22,122.4,72.9,170.0,,Audio,prevision
2026-07-23,118.8,69.3,168.8,,Audio,prevision
2026-07-24,121.2,68.4,168.4,,Audio,prevision
2026-07-25,122.8,75.8,172.1,,Audio,prevision
2026-07-26,123.9,71.6,172.2,,Audio,prevision
2026-07-27,125.6,73.1,172.9,,Audio,prevision
2026-07-28,120.9,68.2,169.9,,Audio,prevision
2026-07-29,125.0,76.0,176.8,,Audio,prevision
2026-07-30,121.4,74.9,172.9,,Audio,prevision
2025-07-01,12.0,-9.4,34.4,13.0,Gaming,historique
2025-07-02,12.7,-8.7,34.3,11.0,Gaming,historique
2025-07-03,12.5,-8.8,33.9,6.0,Gaming,historique
2025-07-04,13.1,-9.2,33.5,14.0,Gaming,historique
2025-07-05,15.2,-8.0,37.4,8.0,Gaming,historique
2025-07-06,14.6,-6.4,37.9,16.0,Gaming,historique
2025-07-07,14.6,-6.8,37.3,13.0,Gaming,historique
2025-07-08,12.5,-9.7,31.9,16.0,Gaming,historique
2025-07-09,13.2,-9.2,34.5,10.0,Gaming,historique
2025-07-10,12.9,-8.8,33.9,12.0,Gaming,historique
2025-07-11,13.6,-8.4,34.7,16.0,Gaming,historique
2025-07-12,15.6,-6.8,39.9,12.0,Gaming,historique
2025-07-13,15.0,-6.9,36.8,8.0,Gaming,historique
2025-07-14,15.1,-6.3,35.5,14.0,Gaming,historique
2025-07-15,13.0,-8.6,36.7,8.0,Gaming,historique
2025-07-16,13.7,-6.2,33.1,12.0,Gaming,historique
2025-07-17,13.4,-8.0,34.3,8.0,Gaming,historique
2025-07-18,14.1,-7.7,34.6,9.0,Gaming,historique
2025-07-19,16.1,-5.6,36.8,5.0,Gaming,historique
2025-07-20,15.5,-7.6,37.4,13.0,Gaming,historique
2025-07-21,15.6,-6.1,36.5,9.0,Gaming,historique
2025-07-22,13.4,-9.2,35.9,18.0,Gaming,historique
2025-07-23,14.1,-10.0,35.3,3.0,Gaming,historique
2025-07-24,13.8,-9.8,34.5,14.0,Gaming,historique
2025-07-25,14.5,-6.2,36.5,15.0,Gaming,historique
2025-07-26,16.5,-4.8,38.7,21.0,Gaming,historique
2025-07-27,16.0,-5.6,37.8,13.0,Gaming,historique
2025-07-28,16.0,-5.0,38.2,7.0,Gaming,historique
2025-07-29,13.9,-6.8,36.3,15.0,Gaming,historique
2025-07-30,14.6,-6.6,35.3,16.0,Gaming,historique
2025-07-31,14.3,-7.0,36.1,19.0,Gaming,historique
2025-08-01,15.0,-7.8,36.8,12.0,Gaming,historique
2025-08-02,17.0,-3.7,37.6,16.0,Gaming,historique
2025-08-03,16.4,-4.3,40.2,11.0,Gaming,historique
2025-08-04,16.5,-5.5,37.0,21.0,Gaming,historique
2025-08-05,14.3,-6.9,36.2,13.0,Gaming,historique
2025-08-06,15.0,-6.6,37.0,22.0,Gaming,historique
2025-08-07,14.8,-5.9,37.6,13.0,Gaming,historique
2025-08-08,15.5,-6.2,37.6,26.0,Gaming,historique
2025-08-09,17.5,-4.3,40.5,16.0,Gaming,historique
2025-08-10,16.9,-3.9,38.0,12.0,Gaming,historique
2025-08-11,16.9,-5.7,39.8,23.0,Gaming,historique
2025-08-12,14.8,-7.5,36.6,27.0,Gaming,historique
2025-08-13,15.5,-7.3,38.1,11.0,Gaming,historique
2025-08-14,15.2,-5.9,36.8,13.0,Gaming,historique
2025-08-15,15.9,-5.4,36.5,17.0,Gaming,historique
2025-08-16,17.9,-2.8,39.7,15.0,Gaming,historique
2025-08-17,17.4,-4.7,39.5,9.0,Gaming,historique
2025-08-18,17.4,-3.2,38.9,10.0,Gaming,historique
2025-08-19,15.3,-6.7,38.1,4.0,Gaming,historique
2025-08-20,16.0,-5.5,38.6,12.0,Gaming,historique
2025-08-21,15.7,-6.8,38.5,13.0,Gaming,historique
2025-08-22,16.4,-4.9,37.7,6.0,Gaming,historique
2025-08-23,18.4,-2.5,39.5,26.0,Gaming,historique
2025-08-24,17.8,-4.6,39.9,16.0,Gaming,historique
2025-08-25,17.9,-2.5,39.7,25.0,Gaming,historique
2025-08-26,15.7,-7.0,36.7,16.0,Gaming,historique
2025-08-27,16.4,-3.5,37.9,12.0,Gaming,historique
2025-08-28,16.1,-4.9,38.0,19.0,Gaming,historique
2025-08-29,16.8,-5.6,37.6,7.0,Gaming,historique
2025-08-30,18.9,-3.0,41.1,6.0,Gaming,historique
2025-08-31,18.3,-3.2,40.1,9.0,Gaming,historique
2025-09-01,18.3,-5.5,37.6,29.0,Gaming,historique
2025-09-02,16.2,-5.9,39.5,18.0,Gaming,historique
2025-09-03,16.9,-4.0,39.2,29.0,Gaming,historique
2025-09-04,16.6,-4.6,38.3,24.0,Gaming,historique
2025-09-05,17.3,-3.9,38.1,23.0,Gaming,historique
2025-09-06,19.3,-1.8,41.0,23.0,Gaming,historique
2025-09-07,18.7,-2.9,40.8,24.0,Gaming,historique
2025-09-08,18.8,-3.3,42.5,23.0,Gaming,historique
2025-09-09,16.7,-4.3,37.1,27.0,Gaming,historique
2025-09-10,17.3,-4.4,39.4,21.0,Gaming,historique
2025-09-11,17.1,-5.3,38.9,17.0,Gaming,historique
2025-09-12,17.8,-4.8,39.7,30.0,Gaming,historique
2025-09-13,19.8,-1.7,41.8,14.0,Gaming,historique
2025-09-14,19.2,-2.6,41.7,21.0,Gaming,historique
2025-09-15,19.3,-2.4,41.8,14.0,Gaming,historique
2025-09-16,17.1,-5.0,40.7,19.0,Gaming,historique
2025-09-17,17.8,-3.6,40.2,20.0,Gaming,historique
2025-09-18,17.5,-3.3,39.3,11.0,Gaming,historique
2025-09-19,18.2,-4.3,40.0,34.0,Gaming,historique
2025-09-20,20.2,-1.5,43.2,20.0,Gaming,historique
2025-09-21,19.7,-1.2,42.6,24.0,Gaming,historique
2025-09-22,19.7,-1.8,41.8,29.0,Gaming,historique
2025-09-23,17.6,-4.9,39.4,15.0,Gaming,historique
2025-09-24,18.3,-2.3,40.0,25.0,Gaming,historique
2025-09-25,18.0,-4.3,39.1,20.0,Gaming,historique
2025-09-26,18.7,-2.7,40.5,30.0,Gaming,historique
2025-09-27,20.7,1.5,41.9,24.0,Gaming,historique
2025-09-28,20.1,-1.0,41.9,28.0,Gaming,historique
2025-09-29,20.2,-2.9,40.7,17.0,Gaming,historique
2025-09-30,18.0,-3.3,38.1,25.0,Gaming,historique
2025-10-01,18.7,-3.1,39.1,8.0,Gaming,historique
2025-10-02,18.5,-2.3,40.6,14.0,Gaming,historique
2025-10-03,19.1,-3.3,41.6,12.0,Gaming,historique
2025-10-04,21.2,-0.0,43.3,22.0,Gaming,historique
2025-10-05,20.6,-0.3,44.6,21.0,Gaming,historique
2025-10-06,20.6,-1.8,42.2,14.0,Gaming,historique
2025-10-07,18.5,-2.9,39.5,8.0,Gaming,historique
2025-10-08,19.2,-3.0,42.9,11.0,Gaming,historique
2025-10-09,18.9,-3.1,39.0,10.0,Gaming,historique
2025-10-10,19.6,-0.2,41.8,43.0,Gaming,historique
2025-10-11,21.6,-0.2,42.6,51.0,Gaming,historique
