id_produit,nom,categorie,prix_actuel,cout,elasticite,prix_optimal
347,Sony Manette DualSense,Gaming,287000,185500,-2.532,306584.0
348,Microsoft Xbox Series X Edition Standard,Gaming,93500,64600,-2.532,106767.0
349,Logitech Casque G435 Edition Standard,Gaming,47000,25800,-2.532,42641.0
350,Microsoft Xbox Series S Edition Standard,Gaming,390000,231200,-2.532,382114.0
351,Belkin Adaptateur secteur,Accessoires,24500,16300,-2.536,26912.0
352,Belkin Cable,Accessoires,18000,12500,-2.536,20638.0
353,Baseus Cable USB-C,Accessoires,34500,20800,-2.536,34342.0
354,Oraimo Cable USB-C,Accessoires,7000,4100,-2.536,6769.0
355,Oraimo Chargeur (noir),Accessoires,43000,27000,-2.536,44578.0
356,Baseus Cable USB-C,Accessoires,27000,16600,-2.536,27407.0
357,Belkin Cable (noir),Accessoires,11500,8800,-2.536,14529.0
358,Belkin Adaptateur secteur,Accessoires,38000,21900,-2.536,36158.0
359,Baseus Support telephone (noir),Accessoires,7500,5700,-2.536,9411.0
360,Generic Coque (blanc),Accessoires,35000,27900,-2.536,46064.0
361,Baseus Cable USB-C,Accessoires,21000,13200,-2.536,21794.0
362,Belkin Chargeur (noir),Accessoires,45500,26900,-2.536,44413.0
363,Generic Support voiture,Accessoires,25500,17100,-2.536,28233.0
364,Belkin Adaptateur secteur (noir),Accessoires,40500,28100,-2.536,46394.0
365,Baseus Cable USB-C (noir),Accessoires,17000,10100,-2.536,16676.0
366,Oraimo Ecouteurs filaires (blanc),Accessoires,3000,1900,-2.536,3137.0
367,Generic Protection ecran (noir),Accessoires,22500,15900,-2.536,26252.0
368,Belkin Adaptateur secteur (blanc),Accessoires,37000,23300,-2.536,38469.0
369,Anker Powerbank (blanc),Accessoires,29000,19200,-2.536,31700.0
370,Samsung Coque Galaxy (noir),Accessoires,19500,12400,-2.536,20473.0
371,Oraimo Cable USB-C (noir),Accessoires,6500,3800,-2.536,6274.0
372,Generic Support voiture (noir),Accessoires,43000,29600,-2.536,48871.0
373,Generic Support voiture (noir),Accessoires,14000,10500,-2.536,17336.0
374,Belkin Chargeur (noir),Accessoires,7000,3900,-2.536,6439.0
375,Samsung Cable (blanc),Accessoires,20500,16000,-2.536,26417.0
376,Samsung Cable,Accessoires,31500,22600,-2.536,37314.0
377,Belkin Cable,Accessoires,3000,2200,-2.536,3632.0
378,Belkin Chargeur (noir),Accessoires,11500,6300,-2.536,10402.0
379,Samsung Cable (blanc),Accessoires,17500,13400,-2.536,22124.0
380,Baseus Adaptateur (noir),Accessoires,4500,2600,-2.536,4293.0
381,Baseus Adaptateur,Accessoires,25500,17400,-2.536,28728.0
382,Belkin Chargeur (blanc),Accessoires,40000,23800,-2.536,39295.0
383,Belkin Cable (blanc),Accessoires,44000,28300,-2.536,46724.0
384,Oraimo Cable USB-C (blanc),Accessoires,26000,17900,-2.536,29554.0
385,Samsung Cable (blanc),Accessoires,31000,20300,-2.536,33516.0
386,Baseus Cable USB-C (noir),Accessoires,8000,5900,-2.536,9741.0
387,Anker Cable USB-C,Accessoires,15500,9700,-2.536,16015.0
388,Belkin Chargeur,Accessoires,47000,31200,-2.536,51512.0
389,Baseus Adaptateur (noir),Accessoires,9500,6800,-2.536,11227.0
390,Baseus Adaptateur (noir),Accessoires,8500,5600,-2.536,9246.0
391,Belkin Cable (blanc),Accessoires,12000,7000,-2.536,11557.0
392,Anker Powerbank (noir),Accessoires,10500,8200,-2.536,13539.0
393,Anker Powerbank,Accessoires,40500,32100,-2.536,52998.0
394,Oraimo Powerbank (noir),Accessoires,49500,35000,-2.536,57786.0
395,Baseus Support telephone,Accessoires,22500,12500,-2.536,20638.0
396,Samsung Coque Galaxy (blanc),Accessoires,24500,13700,-2.536,22619.0
397,Anker Cable USB-C (noir),Accessoires,16000,12400,-2.536,20473.0
398,Oraimo Cable USB-C (blanc),Accessoires,38500,22300,-2.536,36818.0
399,Anker Chargeur,Accessoires,42000,24700,-2.536,40781.0
400,Samsung Chargeur (blanc),Accessoires,43500,28200,-2.536,46559.0
401,Generic Protection ecran (blanc),Accessoires,5000,3900,-2.536,6439.0
402,Anker Cable USB-C,Accessoires,26500,20900,-2.536,34507.0
403,Anker Chargeur (blanc),Accessoires,43500,31600,-2.536,52173.0
404,Generic Coque (blanc),Accessoires,31500,24700,-2.536,40781.0
405,Samsung Chargeur (blanc),Accessoires,40000,27400,-2.536,45239.0
406,Samsung Cable (blanc),Accessoires,12000,8700,-2.536,14364.0
407,Generic Protection ecran (noir),Accessoires,23500,15100,-2.536,24931.0
408,Baseus Cable USB-C (noir),Accessoires,7000,3900,-2.536,6439.0
409,Samsung Cable (blanc),Accessoires,23000,18000,-2.536,29719.0
410,Samsung Chargeur,Accessoires,17000,10200,-2.536,16841.0
411,Anker Cable USB-C (blanc),Accessoires,12000,8100,-2.536,13373.0
412,Belkin Adaptateur secteur (blanc),Accessoires,3500,1900,-2.536,3137.0
413,Baseus Cable USB-C (blanc),Accessoires,5000,2900,-2.536,4788.0
414,Samsung Coque Galaxy (blanc),Accessoires,14500,10200,-2.536,16841.0
415,Generic Coque (noir),Accessoires,40000,28100,-2.536,46394.0
416,Belkin Cable (blanc),Accessoires,8000,4500,-2.536,7430.0
417,Baseus Cable USB-C (noir),Accessoires,23000,18000,-2.536,29719.0
418,Baseus Cable USB-C (blanc),Accessoires,7500,4400,-2.536,7265.0
419,Samsung Chargeur,Accessoires,33000,23700,-2.536,39130.0
420,Baseus Adaptateur,Accessoires,38500,22800,-2.536,37644.0
421,Generic Support voiture (blanc),Accessoires,11000,6300,-2.536,10402.0
422,Baseus Support telephone (noir),Accessoires,3500,2300,-2.536,3797.0
423,Anker Cable USB-C,Accessoires,25000,16700,-2.536,27572.0
424,Baseus Adaptateur,Accessoires,37000,22400,-2.536,36983.0
425,Generic Protection ecran (noir),Accessoires,4000,3100,-2.536,5118.0
426,Baseus Support telephone (blanc),Accessoires,15500,8700,-2.536,14364.0
427,Generic Support voiture (blanc),Accessoires,33000,24500,-2.536,40451.0
428,Baseus Support telephone (noir),Accessoires,11000,7700,-2.536,12713.0
429,Anker Powerbank (noir),Accessoires,33500,24000,-2.536,39625.0
430,Belkin Adaptateur secteur (noir),Accessoires,30500,22900,-2.536,37809.0
431,Baseus Support telephone,Accessoires,37000,24600,-2.536,40616.0
432,Anker Powerbank (blanc),Accessoires,18500,11000,-2.536,18161.0
433,Baseus Support telephone,Accessoires,37500,29000,-2.536,47880.0
434,Anker Powerbank,Accessoires,6500,3800,-2.536,6274.0
435,Anker Chargeur (noir),Accessoires,15500,10500,-2.536,17336.0
436,Belkin Adaptateur secteur (blanc),Accessoires,10000,5900,-2.536,9741.0
437,Generic Protection ecran (blanc),Accessoires,24500,14300,-2.536,23610.0
438,Anker Chargeur,Accessoires,20000,13700,-2.536,22619.0
439,Generic Support voiture,Accessoires,5000,3300,-2.536,5448.0
440,Generic Protection ecran (blanc),Accessoires,7000,4600,-2.536,7595.0
441,Baseus Adaptateur,Accessoires,13500,8600,-2.536,14199.0
442,Anker Chargeur (noir),Accessoires,18000,10900,-2.536,17996.0
443,Belkin Adaptateur secteur,Accessoires,17000,10500,-2.536,17336.0
444,Oraimo Chargeur (noir),Accessoires,35500,22800,-2.536,37644.0
445,Belkin Chargeur (noir),Accessoires,38500,30100,-2.536,49696.0
446,Baseus Support telephone (noir),Accessoires,3000,2300,-2.536,3797.0
447,Baseus Support telephone (noir),Accessoires,44500,34500,-2.536,56961.0
448,Generic Protection ecran (noir),Accessoires,38000,21000,-2.536,34672.0
449,Samsung Coque Galaxy (noir),Accessoires,25500,16600,-2.536,27407.0
450,Samsung Cable (noir),Accessoires,32500,18700,-2.536,30874.0
451,Amazfit Bip 5,Objets connectes,280500,213700,-2.328,374619.0
452,Oraimo Tempo 2024,Objets connectes,54500,34200,-2.328,59953.0
453,Xiaomi Smart Band 7 2024,Objets connectes,104500,73300,-2.328,128496.0
454,Oraimo Smartwatch Pro,Objets connectes,348000,217100,-2.328,380579.0
455,Samsung Galaxy Watch 6,Objets connectes,80000,45100,-2.328,79061.0
456,Oraimo Tempo Pro,Objets connectes,34500,24800,-2.328,43475.0
457,Amazfit Bip 5 2024,Objets connectes,73500,55300,-2.328,96942.0
458,Samsung Galaxy Fit 3 2024,Objets connectes,272500,196000,-2.328,343590.0
459,Oraimo Tempo Pro,Objets connectes,93500,57800,-2.328,101324.0
460,Oraimo Tempo,Objets connectes,16500,10800,-2.328,18933.0
461,Amazfit Bip 5 2024,Objets connectes,274500,203900,-2.328,357439.0
462,Samsung Galaxy Fit 3 2024,Objets connectes,296500,163300,-2.328,286267.0
463,Huawei Band 8 Pro,Objets connectes,348000,194700,-2.328,341311.0
464,Samsung Galaxy Fit 3 Pro,Objets connectes,259000,148200,-2.328,259796.0
465,Xiaomi Smart Band 7 Pro,Objets connectes,265000,170300,-2.328,298538.0
466,Xiaomi Mi Band 8,Objets connectes,204000,136600,-2.328,239461.0
467,Amazfit GTR 4 Pro,Objets connectes,230000,166100,-2.328,291175.0
468,Oraimo Smartwatch Pro,Objets connectes,233500,182300,-2.328,319574.0
469,Xiaomi Mi Band 8 2024,Objets connectes,259000,191300,-2.328,335351.0
470,Xiaomi Smart Band 7 Pro,Objets connectes,58500,34800,-2.328,61005.0
471,Huawei Watch GT 4,Objets connectes,111500,83500,-2.328,146377.0
472,Oraimo Tempo 2024,Objets connectes,228000,141000,-2.328,247175.0
473,Xiaomi Mi Band 8,Objets connectes,60000,47100,-2.328,82567.0
474,Huawei Band 8,Objets connectes,149500,97100,-2.328,170217.0
475,Samsung Galaxy Watch 6,Objets connectes,69000,48900,-2.328,85722.0
476,Amazfit Bip 5,Objets connectes,146500,111700,-2.328,195811.0
477,Samsung Galaxy Fit 3,Objets connectes,91000,51100,-2.328,89579.0
478,Oraimo Tempo,Objets connectes,48000,35500,-2.328,62232.0
479,Amazfit Bip 5,Objets connectes,276500,216900,-2.328,380228.0
480,Amazfit GTR 4 Pro,Objets connectes,33500,22800,-2.328,39969.0
481,Oraimo Tempo,Objets connectes,289500,213400,-2.328,374093.0
482,Samsung Galaxy Watch 6,Objets connectes,345500,233400,-2.328,409153.0
483,Amazfit GTS 4 Pro,Objets connectes,210000,136200,-2.328,238760.0
484,Amazfit GTR 4 2024,Objets connectes,282000,207000,-2.328,362873.0
485,Samsung Galaxy Fit 3,Objets connectes,190000,113400,-2.328,198792.0
486,Amazfit GTS 4 2024,Objets connectes,17500,13600,-2.328,23841.0
487,Xiaomi Mi Watch Pro,Objets connectes,132500,94000,-2.328,164783.0
488,Huawei Watch GT 4 2024,Objets connectes,89000,58100,-2.328,101850.0
489,Amazfit GTR 4,Objets connectes,110000,82100,-2.328,143922.0
490,Samsung Galaxy Fit 3 2024,Objets connectes,175500,109700,-2.328,192305.0
491,Samsung Galaxy Fit 3,Objets connectes,127500,89400,-2.328,156719.0
492,Amazfit GTR 4 2024,Objets connectes,332500,201100,-2.328,352531.0
493,Oraimo Tempo,Objets connectes,203500,137100,-2.328,240338.0
494,Xiaomi Smart Band 7 Pro,Objets connectes,289000,161100,-2.328,282410.0
495,Oraimo Smartwatch Pro,Objets connectes,331500,186500,-2.328,326937.0
496,Amazfit GTS 4,Objets connectes,190500,140300,-2.328,245948.0
497,Amazfit GTR 4,Objets connectes,87000,59400,-2.328,104129.0
498,Amazfit GTR 4,Objets connectes,281500,156700,-2.328,274697.0
499,Samsung Galaxy Fit 3 Pro,Objets connectes,252500,178900,-2.328,313614.0
500,Amazfit GTR 4 Pro,Objets connectes,49000,32400,-2.328,56798.0
